//Fill tile for whole map
Fill:0
1,2,-18,2
1,2,-17,2
1,2,-16,2
1,2,-15,2
1,2,-14,2
1,2,-13,2
1,2,-12,2
1,2,-11,2
1,2,-10,2
1,2,-9,2
1,2,-8,2
1,2,-7,2
1,2,-6,2
1,2,-5,2
1,2,-4,2
1,2,-3,2
1,2,-2,2
1,2,-1,2
1,2,0,2
1,2,1,2
1,2,2,2
1,2,3,2
1,2,4,2
1,2,5,2
1,2,6,2
1,2,7,2
1,2,8,2
1,2,9,2
1,2,10,2
1,2,11,2
1,2,12,2
1,2,13,2
1,2,14,2
1,2,15,2
1,2,16,2
1,2,17,2
1,2,18,2
1,2,19,2
1,2,20,2
1,2,21,2
1,3,-18,3
1,3,-17,3
1,3,-16,3
1,3,-15,3
1,3,-14,3
1,3,-13,3
1,3,-12,3
1,3,-11,3
1,3,-10,3
1,3,-9,3
1,3,-8,3
1,3,-7,3
1,3,-6,3
1,3,-5,3
1,3,-4,3
1,3,-3,3
1,3,-2,3
1,3,-1,3
1,3,0,3
1,3,1,3
1,3,2,3
1,3,3,3
1,3,4,3
1,3,5,3
1,3,6,3
1,3,7,3
1,3,8,3
1,3,9,3
1,3,10,3
1,3,11,3
1,3,12,3
1,3,13,3
1,3,14,3
1,3,15,3
1,3,16,3
1,3,17,3
1,3,18,3
1,3,19,3
1,3,20,3
1,3,21,3
1,4,-18,4
1,4,-17,4
1,4,-16,4
1,4,-15,4
1,4,-14,4
1,4,-13,4
1,4,-12,4
1,4,-11,4
1,4,-10,4
1,4,-9,4
1,4,-8,4
1,4,-7,4
1,4,-6,4
1,4,-5,4
1,4,-4,4
1,4,-3,4
1,4,-2,4
1,4,-1,4
1,4,0,4
1,4,1,4
1,4,2,4
1,4,3,4
1,4,4,4
1,4,5,4
1,4,6,4
1,4,7,4
1,4,8,4
1,4,9,4
1,4,10,4
1,4,11,4
1,4,12,4
1,4,13,4
1,4,14,4
1,4,15,4
1,4,16,4
1,4,17,4
1,4,18,4
1,4,19,4
1,4,20,4
1,4,21,4
1,5,-18,5
1,5,-17,5
1,5,-16,5
1,5,-15,5
1,5,-14,5
1,5,-13,5
1,5,-12,5
1,5,-11,5
1,5,-10,5
1,5,-9,5
1,5,-8,5
1,5,-7,5
1,5,-6,5
1,5,-5,5
1,5,-4,5
1,5,-3,5
1,5,-2,5
1,5,-1,5
1,5,0,5
1,5,1,5
1,5,2,5
1,5,3,5
1,5,4,5
1,5,5,5
1,5,6,5
1,5,7,5
1,5,8,5
1,5,9,5
1,5,10,5
1,5,11,5
1,5,12,5
1,5,13,5
1,5,14,5
1,5,15,5
1,5,16,5
1,5,17,5
1,5,18,5
1,5,19,5
1,5,20,5
1,5,21,5
1,6,-18,6
1,6,-17,6
1,6,-16,6
1,6,-15,6
1,6,-14,6
1,6,-13,6
1,6,-12,6
1,6,-11,6
1,6,-10,6
1,6,-9,6
1,6,-8,6
1,6,-7,6
1,6,-6,6
1,6,-5,6
1,6,-4,6
1,6,-3,6
1,6,-2,6
1,6,-1,6
1,6,0,6
1,6,1,6
1,6,2,6
1,6,3,6
1,6,4,6
1,6,5,6
1,6,6,6
1,6,7,6
1,6,8,6
1,6,9,6
1,6,10,6
1,6,11,6
1,6,12,6
1,6,13,6
1,6,14,6
1,6,15,6
1,6,16,6
1,6,17,6
1,6,18,6
1,6,19,6
1,6,20,6
1,6,21,6
1,7,-18,7
1,7,-17,7
1,7,-16,7
1,7,-15,7
1,7,-14,7
1,7,-13,7
1,7,-12,7
1,7,-11,7
1,7,-10,7
1,7,-9,7
1,7,-8,7
1,7,-7,7
1,7,-6,7
1,7,-5,7
1,7,-4,7
1,7,-3,7
1,7,-2,7
1,7,-1,7
1,7,0,7
1,7,1,7
1,7,2,7
1,7,3,7
1,7,4,7
1,7,5,7
1,7,6,7
1,7,7,7
1,7,8,7
1,7,9,7
1,7,10,7
1,7,11,7
1,7,12,7
1,7,13,7
1,7,14,7
1,7,15,7
1,7,16,7
1,7,17,7
1,7,18,7
1,7,19,7
1,7,20,7
1,7,21,7
1,8,-18,8
1,8,-17,8
1,8,-16,8
1,8,-15,8
1,8,-14,8
1,8,-13,8
1,8,-12,8
1,8,-11,8
1,8,-10,8
1,8,-9,8
1,8,-8,8
1,8,-7,8
1,8,-6,8
1,8,-5,8
1,8,-4,8
1,8,-3,8
1,8,-2,8
1,8,-1,8
1,8,0,8
1,8,1,8
1,8,2,8
1,8,3,8
1,8,4,8
1,8,5,8
1,8,6,8
1,8,7,8
1,8,8,8
1,8,9,8
1,8,10,8
1,8,11,8
1,8,12,8
1,8,13,8
1,8,14,8
1,8,15,8
1,8,16,8
1,8,17,8
1,8,18,8
1,8,19,8
1,8,20,8
1,8,21,8
1,9,-18,9
1,9,-17,9
1,9,-16,9
1,9,-15,9
1,9,-14,9
1,9,-13,9
1,9,-12,9
1,9,-11,9
1,9,-10,9
1,9,-9,9
1,9,-8,9
1,9,-7,9
1,9,-6,9
1,9,-5,9
1,9,-4,9
1,9,-3,9
1,9,-2,9
1,9,-1,9
1,9,0,9
1,9,1,9
1,9,2,9
1,9,3,9
1,9,4,9
1,9,5,9
1,9,6,9
1,9,7,9
1,9,8,9
1,9,9,9
1,9,10,9
1,9,11,9
1,9,12,9
1,9,13,9
1,9,14,9
1,9,15,9
1,9,16,9
1,9,17,9
1,9,18,9
1,9,19,9
1,9,20,9
1,9,21,9
